uhslc_id,latitude,longitude,station_name,station_country,station_country_code,gloss_id,station_country_alpha3,hdi
541,48.833,234.867,Bamfield,Canada,124,-1,CAN,0.935
542,49.15,234.083,Tofino,Canada,124,156,CAN,0.935
543,48.425,236.63,"Victoria, BC",Canada,124,-1,CAN,0.935
545,34.555,239.39,Vandenberg,United States of America (the),840,-1,USA,0.93
547,21.322,201.88,"Barbers Point, HI",United States of America (the),840,-1,USA,0.93
548,20.78,203.1,"Kaumalapau, HI",United States of America (the),840,-1,USA,0.93
550,52.833,173.2,"Massacre Bay, AK",United States of America (the),840,303,USA,0.93
551,37.807,237.535,"San Francisco, CA",United States of America (the),840,158,USA,0.93
552,20.033,204.167,Kawaihae,United States of America (the),840,-1,USA,0.93
554,32.867,242.742,"La Jolla, CA",United States of America (the),840,159,USA,0.93
555,36.605,238.112,"Monterey, CA",United States of America (the),840,-1,USA,0.93
556,41.745,235.817,"Crescent City, CA",United States of America (the),840,-1,USA,0.93
557,42.74,235.503,"Port Orford, OR",United States of America (the),840,-1,USA,0.93
558,48.368,235.383,"Neah Bay, WA",United States of America (the),840,-1,USA,0.93
559,57.052,224.658,"Sitka, AK",United States of America (the),840,154,USA,0.93
560,60.12,210.573,"Seward, AK",United States of America (the),840,150,USA,0.93
561,59.44,208.28,"Seldovia, AK",United States of America (the),840,-1,USA,0.93
562,61.125,213.638,"Valdez, AK",United States of America (the),840,-1,USA,0.93
564,46.708,236.035,"Willapa Bay, WA",United States of America (the),840,-1,USA,0.93
565,35.177,239.24,"Port San Luis, CA",United States of America (the),840,-1,USA,0.93
567,33.72,241.728,"Los Angeles, CA",United States of America (the),840,-1,USA,0.93
569,32.715,242.827,San Diego,United States of America (the),840,-1,USA,0.93
570,59.548,220.265,"Yakutat, AK",United States of America (the),840,-1,USA,0.93
571,55.333,228.375,"Ketchikan, AK",United States of America (the),840,-1,USA,0.93
572,46.208,236.233,"Astoria, OR",United States of America (the),840,-1,USA,0.93
573,38.913,236.292,"Arena Cove, CA",United States of America (the),840,-1,USA,0.93
574,55.337,199.498,"Sand Point, AK",United States of America (the),840,100,USA,0.93
575,43.345,235.678,"Charleston, OR",United States of America (the),840,-1,USA,0.93
576,40.767,235.783,"Humboldt Bay, CA",United States of America (the),840,-1,USA,0.93
577,34.408,240.315,"Santa Barbara, CA",United States of America (the),840,-1,USA,0.93
578,34.008,241.5,"Santa Monica, CA",United States of America (the),840,-1,USA,0.93
579,70.4,211.473,"Prudhoe Bay, AK",United States of America (the),840,151,USA,0.93
583,60.558,214.247,"Cordova, Alaska",United States of America (the),840,-1,USA,0.93
584,48.125,236.56,"Port Angeles, WA",United States of America (the),840,-1,USA,0.93
590,-17.517,210.483,Matavai,France,250,140,FRA,0.916
592,44.625,235.957,"South Beach, OR",United States of America (the),840,157,USA,0.93
594,34.468,239.327,"Harvest Oil P., CA",United States of America (the),840,-1,USA,0.93
595,64.5,194.57,"Nome, AK",United States of America (the),840,74,USA,0.93
598,-19.033,190.083,Alofi,Niue,570,-1,NIU,0.933
599,-56.508,291.285,Diego Ramirez,Chile,152,180,CHL,0.869
600,-54.805,291.705,Ushuaia,Argentina,32,181,ARG,0.858
601,-63.395,303.005,Esperanza,Argentina,32,185,ARG,0.858
626,64.4,186.8,Providenya,Russian Federation (the),643,309,RUS,0.826
630,38.925,121.658,Dalian,China,156,79,CHN,0.796
631,38.867,121.683,Laohutan,China,156,79,CHN,0.796
632,28.088,121.282,Kanmen,China,156,94,CHN,0.796
633,32.133,121.617,Lusi,China,156,283,CHN,0.796
635,21.583,111.833,Zhapo,China,156,78,CHN,0.796
636,21.483,109.083,Beihai,China,156,-1,CHN,0.796
637,19.1,108.617,Dongfang,China,156,-1,CHN,0.796
638,20.017,110.283,Haikou,China,156,-1,CHN,0.796
639,34.75,119.417,Lianyungang,China,156,-1,CHN,0.796
641,22.75,115.35,Shanwei,China,156,-1,CHN,0.796
642,35.383,119.55,Shijiusuo,China,156,-1,CHN,0.796
650,20.667,106.817,Hon Dau,Viet Nam,704,-1,VNM,0.764
651,18.083,106.283,Vung Ang,Viet Nam,704,-1,VNM,0.764
654,17.988,120.488,Currimao,Philippines (the),608,-1,PHL,0.714
655,13.817,120.202,Lubang,Philippines (the),608,-1,PHL,0.714
663,-77.85,166.767,Scott Base,New Zealand,554,134,NZL,0.933
665,-44.383,171.25,Timaru,New Zealand,554,-1,NZL,0.933
667,-43.6,172.717,Lyttelton,New Zealand,554,-1,NZL,0.933
668,-39.483,176.917,Napier,New Zealand,554,-1,NZL,0.933
669,-45.817,170.65,Port Chalmers,New Zealand,554,-1,NZL,0.933
670,14.3,268.083,Champerico,Guatemala,320,-1,GTM,0.655
671,24.162,249.655,La Paz,Mexico,484,-1,MEX,0.783
672,15.657,263.507,Puerto Angel,Mexico,484,164,MEX,0.783
673,23.198,253.578,Mazatlan,Mexico,484,-1,MEX,0.783
674,24.79,247.88,San Carlos,Mexico,484,-1,MEX,0.783
675,13.917,269.167,San Jose,Guatemala,320,-1,GTM,0.655
676,25.6,250.952,Topolobampo,Mexico,484,-1,MEX,0.783
677,26.703,250.487,Yavaros,Mexico,484,-1,MEX,0.783
678,-5.083,278.833,Paita,Peru,604,-1,PER,0.79
679,12.478,272.832,Corinto,Nicaragua,558,-1,NIC,0.701
680,-54.483,158.967,Macquarie Is.,Australia,36,130,AUS,0.952
681,-68.133,292.9,San Martin,Argentina,32,-1,ARG,0.858
682,-62.233,301.317,Dallmann,Argentina,32,-1,ARG,0.858
683,-13.417,283.867,Pisco,Peru,604,-1,PER,0.79
684,-41.483,287.033,Puerto Montt,Chile,152,178,CHL,0.869
687,17.637,258.442,"Zihuatenajo, Gro.",Mexico,484,-1,MEX,0.783
698,14.96,145.618,Tinian,Northern Mariana Islands (the),580,-1,MNP,0.93
699,1.262,103.853,Tanjong Pagar,Singapore,702,44,SGP,0.942
700,-65.25,295.733,Faraday,Antarctica,10,188,ATA,
701,-29.25,16.867,Port Nolloth,South Africa,710,-1,ZAF,0.737
702,-26.65,15.15,Luderitz,South Africa,710,-1,ZAF,0.737
703,-33.017,17.95,Saldahna Bay,South Africa,710,-1,ZAF,0.737
704,-33.9,18.417,Cape Town,South Africa,710,-1,ZAF,0.737
705,75.383,263.05,L. Cornwallis I.,Canada,124,153,CAN,0.935
707,-15.667,321.033,"Canavieiras, USCGS",Brazil,76,-1,BRA,0.78
708,-12.973,321.483,Salvador,Brazil,76,334,BRA,0.78
709,-22.933,316.867,"Rio de Janeiro, CG",Brazil,76,195,BRA,0.78
710,-8.35,325.05,Suape,Brazil,76,-1,BRA,0.78
711,-2.867,318.328,Luis Correia,Brazil,76,-1,BRA,0.78
712,-8.05,325.133,"Recife, USCGS",Brazil,76,-1,BRA,0.78
714,-32.138,307.897,Rio Grande,Brazil,76,193,BRA,0.78
715,-2.565,315.622,Madeira,Brazil,76,200,BRA,0.78
716,-0.057,308.82,Santana,Brazil,76,201,BRA,0.78
717,-0.062,308.84,Santana SSN,Brazil,76,201,BRA,0.78
718,-28.23,311.35,Imbituba,Brazil,76,351,BRA,0.78
719,-22.385,318.23,Macae,Brazil,76,352,BRA,0.78
720,21.483,288.467,South Caicos,United Kingdom of Great Britain and Northern Ireland (the),826,296,GBR,0.946
721,21.283,270.333,"Progreso, Yuc.",Mexico,484,213,MEX,0.783
722,-37.05,347.7,Tristan da Cunha,United Kingdom of Great Britain and Northern Ireland (the),826,266,GBR,0.946
723,37.098,351.332,"Lagos, Algarve",Portugal,620,-1,PRT,0.883
724,14.042,276.618,Puerto Cabezas,Nicaragua,558,-1,NIC,0.701
727,25.083,282.65,Nassau,Bahamas (the),44,-1,BHS,0.818
728,10.1,298.583,Point Fortin,Trinidad and Tobago,780,-1,TTO,0.805
729,-38.035,302.462,Mar del Plata,Argentina,32,192,ARG,0.858
730,-62.478,300.335,Base Prat,Chile,152,189,CHL,0.869
731,-42.763,294.97,Puerto Madryn,Argentina,32,191,ARG,0.858
732,18.152,294.557,"Isabel Segunda, PR",Puerto Rico,630,-1,PRI,0.93
733,18.093,294.53,"Esperanza, PR",Puerto Rico,630,-1,PRI,0.93
734,18.055,294.168,"Yabucoa Harbor, PR",United States of America (the),840,-1,USA,0.93
735,18.48,293.298,"Arecibo, PR",Puerto Rico,630,-1,PRI,0.93
736,18.22,292.84,"Mayaguez, PR",Puerto Rico,630,-1,PRI,0.93
737,12.57,278.298,San Andres,Colombia,170,-1,COL,0.782
738,11.235,285.778,Santa Marta,Colombia,170,-1,COL,0.782
739,9.558,281.052,El Porvenir,Panama,591,-1,PAN,0.835
740,44.903,293.015,"Eastport, ME",United States of America (the),840,-1,USA,0.93
741,42.355,288.948,"Boston, MA",United States of America (the),840,-1,USA,0.93
742,41.523,289.328,"Woods Hole, MA",United States of America (the),840,-1,USA,0.93
743,41.285,289.903,"Nantucket, MA",United States of America (the),840,-1,USA,0.93
744,41.355,287.913,"New London, CT",United States of America (the),840,-1,USA,0.93
745,40.7,285.985,"New York, NY",United States of America (the),840,-1,USA,0.93
746,38.968,285.04,"Cape May, NJ",United States of America (the),840,-1,USA,0.93
747,38.782,284.88,"Lewes, DE",United States of America (the),840,-1,USA,0.93
749,36.967,283.887,Chesapeake BBT,United States of America (the),840,-1,USA,0.93
750,34.227,282.047,"Wilmington, NC",United States of America (the),840,-1,USA,0.93
752,32.033,279.098,"Fort Pulaski, GA",United States of America (the),840,289,USA,0.93
753,30.395,278.568,"Mayport, FL",United States of America (the),840,-1,USA,0.93
754,28.368,279.4,"Cocoa Beach, FL",United States of America (the),840,-1,USA,0.93
755,25.732,279.838,"Virginia Key, FL",United States of America (the),840,218,USA,0.93
757,26.13,278.193,"Naples, FL",United States of America (the),840,-1,USA,0.93
759,27.76,277.373,"St. Petersburg, FL",United States of America (the),840,-1,USA,0.93
760,29.727,275.018,"Apalachicola, FL",United States of America (the),840,-1,USA,0.93
761,30.213,274.12,Panama City Beach,United States of America (the),840,-1,USA,0.93
762,30.403,272.787,"Pensacola, FL",United States of America (the),840,288,USA,0.93
763,30.25,271.925,"Dauphin Island, AL",United States of America (the),840,-1,USA,0.93
764,28.99,270.86,"South Pass, LA",United States of America (the),840,-1,USA,0.93
765,29.263,270.043,"Grand Isle, LA",United States of America (the),840,-1,USA,0.93
766,29.73,266.13,"Sabine Pass N, TX",United States of America (the),840,-1,USA,0.93
767,29.285,265.212,"Galveston, P.Pier",United States of America (the),840,217,USA,0.93
769,28.022,262.953,"Rockport, TX",United States of America (the),840,-1,USA,0.93
770,27.58,262.783,"Corpus Cristi, TX",United States of America (the),840,-1,USA,0.93
772,26.06,262.785,"Port Isabel, TX",United States of America (the),840,-1,USA,0.93
773,27.977,277.168,"Clearwater Bch, FL",United States of America (the),840,-1,USA,0.93
774,28.415,279.407,"Port Canaveral, FL",United States of America (the),840,-1,USA,0.93
775,29.31,265.207,"Galveston, Pier 21",United States of America (the),840,217,USA,0.93
776,18.505,291.625,Punta Cana,Dominican Republic (the),214,-1,DOM,0.778
777,19.8,289.3,Puerto Plata,Dominican Republic (the),214,-1,DOM,0.778
778,12.103,291.058,Willemstad,Curacao,531,-1,CUW,0.953
779,18.533,268.167,Ciudad del Carmen,Mexico,484,-1,MEX,0.783
780,15.833,272.05,Puerto Cortes,Honduras,340,-1,HND,0.643
781,17.5,271.817,Belize,Belize,84,-1,BLZ,0.717
782,17.933,283.15,Port Royal,Jamaica,388,210,JAM,0.718
783,18.335,294.37,"Fajardo, PR",Puerto Rico,630,-1,PRI,0.93
784,16.017,273.967,Puerto Castilla,Honduras,340,-1,HND,0.643
786,15.3,298.6,Roseau,Dominica,212,-1,DMA,0.759
789,12.005,298.235,Prickley Bay,Grenada,308,-1,GRD,0.789
799,18.567,287.65,Portu-Prince,Haiti,332,209,HTI,0.552
800,69.317,16.15,Andenes,Norway,578,322,NOR,0.967
801,70.983,25.983,Honningsvag,Norway,578,-1,NOR,0.967
802,61.933,5.117,Maloy,Norway,578,-1,NOR,0.967
803,64.867,11.25,Rorvik,Norway,578,234,NOR,0.967
804,58.0,7.567,Tregde,Norway,578,321,NOR,0.967
805,70.333,31.1,Vardo,Norway,578,323,NOR,0.967
806,18.1,344.05,Nouakchott,Mauritania,478,-1,MRT,0.562
807,31.212,29.923,Alexandria,Egypt,818,349,EGY,0.751
808,76.0,292.0,Thule (Pituffik),Denmark,208,343,DNK,0.959
809,70.483,338.017,Ittoqqortoormiit,Denmark,208,315,DNK,0.959
816,4.217,9.133,Port Sonara,Cameroon,120,350,CMR,0.581
817,72.787,303.858,Upernavik harbour,Greenland,304,-1,GRL,0.959
818,58.35,11.215,Smogen,Sweden,752,-1,SWE,0.959
819,57.683,11.8,Goteborgorsh.,Sweden,752,233,SWE,0.959
820,64.172,308.28,"Nuuk, Godthaab",Denmark,208,225,DNK,0.959
822,48.383,355.505,Brest,France,250,242,FRA,0.916
823,78.933,11.933,Nylesund,Norway,578,345,NOR,0.967
824,43.278,5.353,Marseille,France,250,205,FRA,0.916
825,53.867,8.717,Cuxhaven,Germany,276,284,DEU,0.955
826,59.317,18.083,Stockholm,Sweden,752,341,SWE,0.959
829,45.647,13.76,Trieste,Italy,380,340,ITA,0.905
830,43.367,351.6,La Coruna,Spain,724,243,ESP,0.911
832,-67.567,291.867,Rothera,United Kingdom of Great Britain and Northern Ireland (the),826,342,GBR,0.946
833,56.55,298.317,Nain,Canada,124,224,CAN,0.935
834,55.367,352.667,Malin Head,Ireland,372,239,IRL,0.947
835,51.65,350.097,Castletownbere,Ireland,372,330,IRL,0.947
836,82.492,297.683,Alert,Canada,124,333,CAN,0.935
837,54.567,11.933,Gedser,Denmark,208,-1,DNK,0.959
838,56.1,12.467,Hornbaek,Denmark,208,-1,DNK,0.959
850,5.285,307.415,Ile Royale,France,250,-1,FRA,0.916
851,5.288,307.413,"I Royal, AnseLegoff",France,250,-1,FRA,0.916
860,20.868,273.133,Puerto Moreles,Mexico,484,-1,MEX,0.783
861,20.858,269.597,Celestun,Mexico,484,-1,MEX,0.783
862,21.34,270.692,"Telchac, Yuk.",Mexico,484,-1,MEX,0.783
878,12.187,290.98,Bullen Bay,Curacao,531,-1,CUW,0.953
900,-23.917,35.5,Inhambane,Mozambique,508,10,MOZ,0.49
906,16.483,97.617,Moulmein,Myanmar,104,141,MMR,0.606
907,20.14,92.903,Akyab (Sittwe),Myanmar,104,37,MMR,0.606
908,11.683,92.767,Port Blair,India,356,38,IND,0.676
913,0.555,97.822,Telukdalam,Indonesia,360,-1,IDN,0.726
914,5.128,96.132,Meulaboh,Indonesia,360,-1,IDN,0.726
915,25.297,60.603,Chabahar,Iran (Islamic Republic of),364,337,IRN,0.793
920,-46.867,37.867,Marion Island,South Africa,710,20,ZAF,0.737
922,-10.283,40.183,Mtwara,"Tanzania, United Republic of",834,9,TZA,0.554
